UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,REGION_NATURAL,TIPO_MUNI,CLASIFICACION,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,GPC_MUN
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2474.0,396.0,2078.0,0.437675332039757,0.6252504743425099
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1536.0,452.0,1084.0,0.437675332039757,0.62525047434251
090312,HUANCAVELICA,ANGARAES,SECCLLA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3318.0,591.0,2727.0,0.437675332039757,0.6252504743425101
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,3199.0,1819.0,1380.0,0.3907043399638336,0.5581490570911909
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1008.0,319.0,689.0,0.437675332039757,0.6252504743425099
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1543.0,710.0,833.0,0.437675332039757,0.62525047434251
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,948.0,179.0,769.0,0.437675332039757,0.62525047434251
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,950.0,251.0,699.0,0.437675332039757,0.62525047434251
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,754.0,151.0,603.0,0.437675332039757,0.62525047434251
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,933.0,220.0,713.0,0.437675332039757,0.62525047434251
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,422.0,157.0,265.0,0.4203505822563048,0.6005008317947212
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1229.0,147.0,1082.0,0.16,0.22857142857142854
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,758.0,242.0,516.0,0.437675332039757,0.62525047434251
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,886.0,197.0,689.0,0.4203505822563048,0.6005008317947211
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,699.0,364.0,335.0,0.437675332039757,0.62525047434251
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1588.0,992.0,596.0,0.437675332039757,0.6252504743425101
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,5534.0,3462.0,2072.0,0.5630463351293629,0.8043519073276614
090502,HUANCAVELICA,CHURCAMPA,ANCO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5896.0,1148.0,4748.0,0.437675332039757,0.6252504743425101
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1987.0,314.0,1673.0,0.437675332039757,0.6252504743425101
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2576.0,180.0,2396.0,0.437675332039757,0.6252504743425101
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1178.0,600.0,578.0,0.437675332039757,0.6252504743425099
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3534.0,966.0,2568.0,0.437675332039757,0.62525047434251
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4544.0,789.0,3755.0,0.437675332039757,0.62525047434251
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,777.0,534.0,243.0,0.437675332039757,0.62525047434251
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3604.0,2023.0,1581.0,0.25,0.35714285714285715
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1930.0,204.0,1726.0,0.437675332039757,0.62525047434251
090511,HUANCAVELICA,CHURCAMPA,COSME,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3065.0,953.0,2112.0,0.4203505822563048,0.600500831794721
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,2375.0,1237.0,1138.0,0.47,0.6714285714285715
090602,HUANCAVELICA,HUAYTARA,AYAVI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,833.0,306.0,527.0,0.437675332039757,0.6252504743425101
090603,HUANCAVELICA,HUAYTARA,CORDOVA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,991.0,276.0,715.0,0.4203505822563048,0.600500831794721
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,488.0,291.0,197.0,0.437675332039757,0.6252504743425101
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,892.0,685.0,207.0,0.38135697827518095,0.5447956832502585
090606,HUANCAVELICA,HUAYTARA,OCOYO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,795.0,117.0,678.0,0.437675332039757,0.62525047434251
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2973.0,759.0,2214.0,0.437675332039757,0.62525047434251
090608,HUANCAVELICA,HUAYTARA,QUERCO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1183.0,751.0,432.0,0.437675332039757,0.62525047434251
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,733.0,139.0,594.0,0.437675332039757,0.6252504743425101
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1455.0,149.0,1306.0,0.437675332039757,0.6252504743425099
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1015.0,318.0,697.0,0.437675332039757,0.62525047434251
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1150.0,371.0,779.0,0.437675332039757,0.6252504743425099
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1706.0,480.0,1226.0,0.437675332039757,0.6252504743425101
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,377.0,217.0,160.0,0.437675332039757,0.6252504743425099
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,778.0,170.0,608.0,0.437675332039757,0.6252504743425099
090616,HUANCAVELICA,HUAYTARA,TAMBO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,785.0,330.0,455.0,0.437675332039757,0.6252504743425099
090701,HUANCAVELICA,TAYACAJA,PAMPAS,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,11101.0,8790.0,2311.0,0.5367653278617248,0.7668076112310355
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3453.0,934.0,2519.0,0.437675332039757,0.6252504743425099
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3664.0,912.0,2752.0,0.41,0.5857142857142857
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4071.0,863.0,3208.0,0.437675332039757,0.6252504743425101
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,12112.0,2984.0,9128.0,0.34,0.4857142857142858
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,9996.0,5723.0,4273.0,0.47,0.6714285714285715
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3320.0,953.0,2367.0,0.437675332039757,0.6252504743425099
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3141.0,537.0,2604.0,0.437675332039757,0.6252504743425101
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1527.0,1140.0,387.0,0.2618699428958576,0.3740999184226536
090711,HUANCAVELICA,TAYACAJA,PAZOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5361.0,2941.0,2420.0,0.437675332039757,0.6252504743425101
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,767.0,676.0,91.0,0.437675332039757,0.62525047434251
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4090.0,250.0,3840.0,0.125,0.17857142857142858
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2813.0,265.0,2548.0,0.24,0.34285714285714275
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1875.0,277.0,1598.0,0.437675332039757,0.62525047434251
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5104.0,604.0,4500.0,0.437675332039757,0.62525047434251
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3057.0,480.0,2577.0,0.437675332039757,0.6252504743425101
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4301.0,719.0,3582.0,0.4,0.5714285714285715
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2650.0,486.0,2164.0,0.437675332039757,0.6252504743425099
090721,HUANCAVELICA,TAYACAJA,ROBLE,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1294.0,523.0,771.0,0.437675332039757,0.6252504743425099
090722,HUANCAVELICA,TAYACAJA,PICHOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1986.0,968.0,1018.0,0.44,0.6285714285714287
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1618.0,605.0,1013.0,0.437675332039757,0.6252504743425101
100101,HUANUCO,HUANUCO,HUANUCO,SIERRA,PROVINCIAL,Sierra con Población urbana de más de 50 mil habitantes,94200.0,88102.0,6098.0,0.45158279185437183,0.645118274077674
100102,HUANUCO,HUANUCO,AMARILIS,SIERRA,DISTRITAL,Sierra con Población urbana de más de 50 mil habitantes,87373.0,80909.0,6464.0,0.55,0.785714285714286
100103,HUANUCO,HUANUCO,CHINCHAO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,13262.0,3022.0,10240.0,0.29,0.41428571428571437
100104,HUANUCO,HUANUCO,CHURUBAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,16080.0,2382.0,13698.0,0.437675332039757,0.6252504743425099
100105,HUANUCO,HUANUCO,MARGOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4312.0,1875.0,2437.0,0.437675332039757,0.62525047434251
100106,HUANUCO,HUANUCO,QUISQUI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3454.0,472.0,2982.0,0.4203505822563048,0.6005008317947212
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4881.0,533.0,4348.0,0.41,0.5857142857142857
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3074.0,585.0,2489.0,0.437675332039757,0.6252504743425099
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,21672.0,1887.0,19785.0,0.28,0.4000000000000001
100110,HUANUCO,HUANUCO,YARUMAYO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1588.0,292.0,1296.0,0.4203505822563048,0.6005008317947211
100111,HUANUCO,HUANUCO,PILLCO MARCA,SIERRA,DISTRITAL,Sierra con Población urbana entre 10 mil y 50 mil habitantes,48775.0,45147.0,3628.0,0.52,0.7428571428571429
100112,HUANUCO,HUANUCO,YACUS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5200.0,1801.0,3399.0,0.437675332039757,0.62525047434251
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,8330.0,1069.0,7261.0,0.33,0.4714285714285715
100201,HUANUCO,AMBO,AMBO,SIERRA,PROVINCIAL,Sierra con Población urbana entre 10 mil y 50 mil habitantes,22746.0,15715.0,7031.0,0.5121682648700505,0.731668949814358
100202,HUANUCO,AMBO,CAYNA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2486.0,1178.0,1308.0,0.66,0.9428571428571431
100203,HUANUCO,AMBO,COLPAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1700.0,424.0,1276.0,0.437675332039757,0.62525047434251
100204,HUANUCO,AMBO,CONCHAMARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4533.0,858.0,3675.0,0.437675332039757,0.6252504743425101
100205,HUANUCO,AMBO,HUACAR,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,8090.0,2026.0,6064.0,0.4203505822563048,0.600500831794721
100206,HUANUCO,AMBO,SAN FRANCISCO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1467.0,676.0,791.0,0.206,0.29428571428571426
100207,HUANUCO,AMBO,SAN RAFAEL,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,9009.0,2866.0,6143.0,0.437675332039757,0.6252504743425099
100208,HUANUCO,AMBO,TOMAY KICHWA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3443.0,1908.0,1535.0,0.331,0.4728571428571429
100301,HUANUCO,DOS DE MAYO,LA UNION,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,7056.0,5647.0,1409.0,0.4509558373978523,0.6442226248540746
100307,HUANUCO,DOS DE MAYO,CHUQUIS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3262.0,1236.0,2026.0,0.4203505822563048,0.600500831794721
100311,HUANUCO,DOS DE MAYO,MARIAS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,5714.0,2016.0,3698.0,0.5413538747534213,0.7733626782191735
100313,HUANUCO,DOS DE MAYO,PACHAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5179.0,1831.0,3348.0,0.437675332039757,0.62525047434251
100316,HUANUCO,DOS DE MAYO,QUIVILLA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1156.0,634.0,522.0,0.437675332039757,0.62525047434251
100317,HUANUCO,DOS DE MAYO,RIPAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5422.0,3114.0,2308.0,0.437675332039757,0.62525047434251
100321,HUANUCO,DOS DE MAYO,SHUNQUI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1636.0,456.0,1180.0,0.437675332039757,0.6252504743425099
100322,HUANUCO,DOS DE MAYO,SILLAPATA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1744.0,449.0,1295.0,0.437675332039757,0.62525047434251
100323,HUANUCO,DOS DE MAYO,YANAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2267.0,814.0,1453.0,0.437675332039757,0.62525047434251
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,5888.0,2535.0,3353.0,0.4454466910220878,0.6363524157458397
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2754.0,519.0,2235.0,0.437675332039757,0.62525047434251
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1533.0,447.0,1086.0,0.437675332039757,0.6252504743425099
100404,HUANUCO,HUACAYBAMBA,PINRA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,6502.0,593.0,5909.0,0.437675332039757,0.6252504743425101
100501,HUANUCO,HUAMALIES,LLATA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,13842.0,8048.0,5794.0,0.46037223901906443,0.6576746271700921
100502,HUANUCO,HUAMALIES,ARANCAY,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1351.0,350.0,1001.0,0.437675332039757,0.6252504743425101
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3908.0,1826.0,2082.0,0.4,0.5714285714285715
100504,HUANUCO,HUAMALIES,JACAS GRANDE,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5958.0,1050.0,4908.0,0.4203505822563048,0.6005008317947211
100505,HUANUCO,HUAMALIES,JIRCAN,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1338.0,290.0,1048.0,0.5413538747534213,0.7733626782191734
100506,HUANUCO,HUAMALIES,MIRAFLORES,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3156.0,1997.0,1159.0,0.437675332039757,0.62525047434251
100507,HUANUCO,HUAMALIES,MONZON,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,12540.0,6336.0,6204.0,0.52,0.7428571428571429
100508,HUANUCO,HUAMALIES,PUNCHAO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2006.0,1582.0,424.0,0.37555170828494,0.5365024404070572
100509,HUANUCO,HUAMALIES,PUÑOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4199.0,1172.0,3027.0,0.437675332039757,0.6252504743425099
100510,HUANUCO,HUAMALIES,SINGA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3115.0,1060.0,2055.0,0.437675332039757,0.62525047434251
100511,HUANUCO,HUAMALIES,TANTAMAYO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1755.0,205.0,1550.0,0.437675332039757,0.6252504743425101
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,SELVA,PROVINCIAL,Selva con Población urbana de más de 50 mil habitantes,57034.0,54838.0,2196.0,0.5110471379027803,0.7300673398611148
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,6867.0,1068.0,5799.0,0.58,0.8285714285714286
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3704.0,293.0,3411.0,0.5413538747534213,0.7733626782191734
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,SELVA,DISTRITAL,Selva con Población urbana entre 10 mil y 50 mil habitantes,23581.0,17580.0,6001.0,0.6018945592816883,0.859849370402412
100605,HUANUCO,LEONCIO PRADO,LUYANDO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,9424.0,4912.0,4512.0,0.47,0.6714285714285715
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,11042.0,4402.0,6640.0,0.58,0.8285714285714286
100607,HUANUCO,LEONCIO PRADO,PUCAYACU,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3920.0,854.0,3066.0,0.52,0.7428571428571428
100608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,SELVA,DISTRITAL,Selva con Población urbana entre 10 mil y 50 mil habitantes,13904.0,12615.0,1289.0,0.45,0.6428571428571429
100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,4433.0,688.0,3745.0,0.5413538747534213,0.7733626782191734
100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,2700.0,305.0,2395.0,0.5413538747534213,0.7733626782191734
100701,HUANUCO,MARAÑON,HUACRACHUCO,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,15142.0,5775.0,9367.0,0.3,0.42857142857142855
100702,HUANUCO,MARAÑON,CHOLON,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,5722.0,2274.0,3448.0,0.5413538747534213,0.7733626782191734
100703,HUANUCO,MARAÑON,SAN BUENAVENTURA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2139.0,409.0,1730.0,0.437675332039757,0.6252504743425101
100704,HUANUCO,MARAÑON,LA MORADA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3415.0,1372.0,2043.0,0.437675332039757,0.62525047434251
100705,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2560.0,1156.0,1404.0,0.437675332039757,0.6252504743425099
100801,HUANUCO,PACHITEA,PANAO,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,18291.0,4754.0,13537.0,0.37883048941798947,0.5411864134542707
100802,HUANUCO,PACHITEA,CHAGLLA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,10518.0,4237.0,6281.0,0.28,0.4000000000000001
100803,HUANUCO,PACHITEA,MOLINO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,11030.0,4237.0,6793.0,0.4203505822563048,0.6005008317947211
100804,HUANUCO,PACHITEA,UMARI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,11204.0,557.0,10647.0,0.63,0.9000000000000001
100901,HUANUCO,PUERTO INCA,PUERTO INCA,SELVA,PROVINCIAL,Selva con Población urbana de hasta 10 mil habitantes,10505.0,5228.0,5277.0,0.38686731485046844,0.5526675926435264
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,8065.0,2439.0,5626.0,0.55,0.7857142857142858
100903,HUANUCO,PUERTO INCA,HONORIA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,4856.0,1399.0,3457.0,0.5413538747534213,0.7733626782191734
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,6420.0,1509.0,4911.0,0.74,1.0571428571428572
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,6704.0,1363.0,5341.0,0.5413538747534213,0.7733626782191734
101001,HUANUCO,LAURICOCHA,JESUS,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,4084.0,2186.0,1898.0,0.32,0.45714285714285713
101002,HUANUCO,LAURICOCHA,BAÑOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1776.0,815.0,961.0,0.437675332039757,0.62525047434251
101003,HUANUCO,LAURICOCHA,JIVIA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1120.0,367.0,753.0,0.437675332039757,0.6252504743425101
101004,HUANUCO,LAURICOCHA,QUEROPALCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,972.0,711.0,261.0,0.31787435530949976,0.4541062218707141
101005,HUANUCO,LAURICOCHA,RONDOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3589.0,1127.0,2462.0,0.437675332039757,0.62525047434251
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1227.0,688.0,539.0,0.437675332039757,0.6252504743425099
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5385.0,1528.0,3857.0,0.437675332039757,0.6252504743425099
101101,HUANUCO,YAROWILCA,CHAVINILLO,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,4736.0,1939.0,2797.0,0.51,0.7285714285714284
101102,HUANUCO,YAROWILCA,CAHUAC,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1032.0,582.0,450.0,0.437675332039757,0.6252504743425101
